,route_id,stop_name_1,stop_name_2
16922,30519.000011.102:30519,MURI AG,ROTKREUZ
16923,30519.000011.102:30519,ROTKREUZ,ARTH-GOLDAU
16924,30538.000011.108:5,ZURICH HB,AARAU
16925,30538.000011.108:5,AARAU,OLTEN
16926,30538.000011.108:5,OLTEN,BAHN-2000-STRECKE
16927,30538.000011.108:5,BAHN-2000-STRECKE,SOLOTHURN
16928,30538.000011.108:5,SOLOTHURN,BIEL/BIENNE
16929,30538.000011.108:5,BIEL/BIENNE,NEUCHATEL
16930,30540.000011.106:5,ZURICH HB,AARAU
16931,30540.000011.106:5,AARAU,OLTEN
16932,30540.000011.106:5,OLTEN,BAHN-2000-STRECKE
16933,30540.000011.106:5,BAHN-2000-STRECKE,SOLOTHURN
16934,30540.000011.106:5,SOLOTHURN,GRENCHEN SUD
16935,30540.000011.106:5,GRENCHEN SUD,BIEL/BIENNE
16936,30540.000011.106:5,BIEL/BIENNE,NEUCHATEL
16937,30540.000011.106:5,NEUCHATEL,YVERDON-LES-BAINS
16938,30540.000011.106:5,YVERDON-LES-BAINS,MORGES
16939,30540.000011.106:5,MORGES,NYON
16940,30540.000011.106:5,NYON,GENEVE
16941,30540.000011.106:5,GENEVE,GENEVE-AEROPORT
16942,30541.000011.105:5,MORGES,YVERDON-LES-BAINS
16943,30541.000011.105:5,YVERDON-LES-BAINS,NEUCHATEL
16944,30541.000011.105:5,NEUCHATEL,BIEL/BIENNE
16945,30541.000011.105:5,BIEL/BIENNE,GRENCHEN SUD
16946,30541.000011.105:5,GRENCHEN SUD,SOLOTHURN
16947,30541.000011.105:5,SOLOTHURN,OENSINGEN
16948,30541.000011.105:5,OENSINGEN,OLTEN
16949,30541.000011.105:5,OLTEN,AARAU
16950,30541.000011.105:5,AARAU,BRUGG AG
16951,30541.000011.105:5,BRUGG AG,BADEN
16952,30541.000011.105:5,BADEN,ZURICH HB
16953,30542.000011.107:5,ZURICH HB,AARAU
16954,30542.000011.107:5,AARAU,OLTEN
16955,30542.000011.107:5,OLTEN,OENSINGEN
16956,30542.000011.107:5,OENSINGEN,SOLOTHURN
16957,30542.000011.107:5,SOLOTHURN,GRENCHEN SUD
16958,30542.000011.107:5,GRENCHEN SUD,BIEL/BIENNE
16959,30542.000011.107:5,BIEL/BIENNE,NEUCHATEL
16960,30542.000011.107:5,NEUCHATEL,YVERDON-LES-BAINS
16961,30542.000011.107:5,YVERDON-LES-BAINS,MORGES
16962,30542.000011.107:5,MORGES,NYON
16963,30542.000011.107:5,NYON,GENEVE
16964,30542.000011.108:5,YVERDON-LES-BAINS,RENENS VD
16965,30542.000011.108:5,RENENS VD,LAUSANNE
16966,30543.000011.106:5,NEUCHATEL,BIEL/BIENNE
16967,30543.000011.106:5,BIEL/BIENNE,GRENCHEN SUD
16968,30543.000011.106:5,GRENCHEN SUD,SOLOTHURN
16969,30543.000011.106:5,SOLOTHURN,OENSINGEN
16970,30543.000011.106:5,OENSINGEN,OLTEN
16971,30543.000011.106:5,OLTEN,AARAU
16972,30543.000011.106:5,AARAU,LENZBURG
16973,30543.000011.106:5,LENZBURG,ZURICH HB
16974,30547.000011.109:5,NEUCHATEL,BIEL/BIENNE
16975,30550.000011.105:5,ST-MAURICE,BEX
16976,30550.000011.105:5,BEX,AIGLE
16977,30550.000011.105:5,AIGLE,ROCHE VD
16978,30550.000011.105:5,ROCHE VD,VILLENEUVE VD
16979,30550.000011.105:5,VILLENEUVE VD,VEYTAUX-CHILLON
16980,30550.000011.105:5,VEYTAUX-CHILLON,TERRITET
16981,30550.000011.105:5,TERRITET,MONTREUX
16982,30550.000011.105:5,MONTREUX,CLARENS
16983,30550.000011.105:5,CLARENS,BURIER
16984,30550.000011.105:5,BURIER,LA TOUR-DE-PEILZ
16985,30550.000011.105:5,LA TOUR-DE-PEILZ,VEVEY
16986,30550.000011.105:5,VEVEY,ST-SAPHORIN
16987,30550.000011.105:5,ST-SAPHORIN,RIVAZ
16988,30550.000011.105:5,RIVAZ,EPESSES
16989,30550.000011.105:5,EPESSES,CULLY
16990,30550.000011.105:5,CULLY,VILLETTE VD
16991,30550.000011.105:5,VILLETTE VD,LUTRY
16992,30550.000011.105:5,LUTRY,PULLY
16993,30551.000011.103:5,PULLY,LUTRY
16994,30551.000011.103:5,LUTRY,VILLETTE VD
16995,30551.000011.103:5,VILLETTE VD,CULLY
16996,30551.000011.103:5,CULLY,EPESSES
16997,30551.000011.103:5,EPESSES,RIVAZ
16998,30551.000011.103:5,RIVAZ,ST-SAPHORIN
16999,30551.000011.103:5,ST-SAPHORIN,VEVEY
17000,30551.000011.103:5,VEVEY,LA TOUR-DE-PEILZ
17001,30551.000011.103:5,LA TOUR-DE-PEILZ,BURIER
17002,30551.000011.103:5,BURIER,CLARENS
17003,30551.000011.103:5,CLARENS,MONTREUX
17004,30551.000011.103:5,MONTREUX,TERRITET
17005,30551.000011.103:5,TERRITET,VEYTAUX-CHILLON
17006,30551.000011.103:5,VEYTAUX-CHILLON,VILLENEUVE VD
17007,30551.000011.103:5,VILLENEUVE VD,ROCHE VD
17008,30551.000011.103:5,ROCHE VD,AIGLE
17009,30555.000074.101:30555,SIERRE/SIDERS,LEUK
17010,30555.000074.101:30555,LEUK,VISP
17011,30555.000074.101:30555,VISP,BRIG
17012,30560.000011.101:30560,ZUG,BAAR
17013,30560.000011.101:30560,BAAR,HORGEN OBERDORF
17014,30560.000011.101:30560,HORGEN OBERDORF,THALWIL
17015,30560.000011.101:30560,THALWIL,ZIMMERBERG-BASISTUNNEL
17016,30560.000011.101:30560,ZIMMERBERG-BASISTUNNEL,ZURICH HB
17017,30577.000011.101:5,RUTI ZH,JONA
17018,30577.000011.101:5,JONA,RAPPERSWIL SG
17019,30577.000011.101:5,RAPPERSWIL SG,DAMM
17020,30577.000011.101:5,DAMM,HURDEN
17021,30577.000011.101:5,HURDEN,PFAFFIKON SZ
17022,30582.000011.102:5,PFAFFIKON SZ,DAMM
17023,30582.000011.102:5,DAMM,RAPPERSWIL SG
17024,30582.000011.102:5,RAPPERSWIL SG,JONA
17025,30582.000011.102:5,JONA,RUTI ZH
17026,30582.000011.102:5,RUTI ZH,BUBIKON
17027,30582.000011.102:5,BUBIKON,WETZIKON ZH
17028,30582.000011.102:5,WETZIKON ZH,USTER
17029,30582.000011.102:5,USTER,ZURICH STADELHOFEN
17030,30582.000011.102:5,ZURICH STADELHOFEN,ZURICH HB
17031,30582.000011.102:5,ZURICH HB,ZURICH HARDBRUCKE
17032,30582.000011.102:5,ZURICH HARDBRUCKE,ZURICH ALTSTETTEN
17033,30582.000011.102:5,ZURICH ALTSTETTEN,SCHLIEREN
17034,30583.000011.102:5,SCHLIEREN,ZURICH ALTSTETTEN
17035,30583.000011.102:5,ZURICH ALTSTETTEN,ZURICH HARDBRUCKE
17036,30583.000011.102:5,ZURICH HARDBRUCKE,ZURICH HB
17037,30583.000011.102:5,ZURICH HB,ZURICH STADELHOFEN
17038,30583.000011.102:5,ZURICH STADELHOFEN,USTER
17039,30583.000011.102:5,USTER,WETZIKON ZH
17040,30583.000011.102:5,WETZIKON ZH,BUBIKON
17041,30583.000011.102:5,BUBIKON,RUTI ZH
17042,30583.000011.102:5,RUTI ZH,JONA
17043,30583.000011.102:5,JONA,RAPPERSWIL SG
17044,30586.000011.103:5,PFAFFIKON SZ,HURDEN
17045,30586.000011.103:5,HURDEN,DAMM
17046,30586.000011.103:5,DAMM,RAPPERSWIL SG
17047,30586.000011.103:5,RAPPERSWIL SG,JONA
17048,30586.000011.103:5,JONA,RUTI ZH
17049,30586.000011.103:5,RUTI ZH,BUBIKON
17050,30586.000011.103:5,BUBIKON,WETZIKON ZH
17051,30586.000011.103:5,WETZIKON ZH,USTER
17052,30586.000011.103:5,USTER,ZURICH STADELHOFEN
17053,30586.000011.103:5,ZURICH STADELHOFEN,ZURICH HB
17054,30586.000011.103:5,ZURICH HB,ZURICH HARDBRUCKE
17055,30586.000011.103:5,ZURICH HARDBRUCKE,ZURICH ALTSTETTEN
17056,30586.000011.103:5,ZURICH ALTSTETTEN,SCHLIEREN
17057,30589.000011.106:5,PULLY,LUTRY
17058,30589.000011.106:5,LUTRY,VILLETTE VD
17059,30589.000011.106:5,VILLETTE VD,CULLY
17060,30589.000011.106:5,CULLY,EPESSES
17061,30589.000011.106:5,EPESSES,RIVAZ
17062,30589.000011.106:5,RIVAZ,ST-SAPHORIN
17063,30589.000011.106:5,ST-SAPHORIN,VEVEY
17064,30593.000011.102:5,SCHLIEREN,ZURICH ALTSTETTEN
17065,30593.000011.102:5,ZURICH ALTSTETTEN,ZURICH HARDBRUCKE
17066,30593.000011.102:5,ZURICH HARDBRUCKE,ZURICH HB
17067,30606.000011.102:5,OLTEN,OENSINGEN
17068,30606.000011.102:5,OENSINGEN,SOLOTHURN
17069,30606.000011.102:5,SOLOTHURN,GRENCHEN SUD
17070,30606.000011.102:5,GRENCHEN SUD,BIEL/BIENNE
17071,30606.000011.102:5,BIEL/BIENNE,NEUCHATEL
17072,30606.000011.102:5,NEUCHATEL,YVERDON-LES-BAINS
17073,30606.000011.102:5,YVERDON-LES-BAINS,MORGES
17074,30606.000011.102:5,MORGES,NYON
17075,30606.000011.102:5,NYON,GENEVE
17076,30606.000011.102:5,GENEVE,GENEVE-AEROPORT
17077,30608.000011.102:5,ZURICH HB,OLTEN
17078,30608.000011.102:5,OLTEN,OENSINGEN
17079,30608.000011.102:5,OENSINGEN,SOLOTHURN
17080,30608.000011.102:5,SOLOTHURN,GRENCHEN SUD
17081,30608.000011.102:5,GRENCHEN SUD,BIEL/BIENNE
17082,30608.000011.102:5,BIEL/BIENNE,NEUCHATEL
17083,30608.000011.102:5,NEUCHATEL,YVERDON-LES-BAINS
17084,30608.000011.102:5,YVERDON-LES-BAINS,MORGES
17085,30608.000011.102:5,MORGES,NYON
17086,30608.000011.102:5,NYON,GENEVE
17087,30608.000011.102:5,GENEVE,GENEVE-AEROPORT
17088,30610.000011.102:5,LAUSANNE,PRILLY-MALLEY
17089,30610.000011.102:5,PRILLY-MALLEY,RENENS VD
17090,30610.000011.102:5,RENENS VD,BUSSIGNY
17091,30610.000011.102:5,BUSSIGNY,CHAVORNAY
17092,30610.000011.102:5,CHAVORNAY,YVERDON-LES-BAINS
17093,30610.000011.102:5,YVERDON-LES-BAINS,GRANDSON
17094,30613.000011.102:5,GENEVE-AEROPORT,GENEVE
17095,30613.000011.102:5,GENEVE,NYON
17096,30613.000011.102:5,NYON,MORGES
17097,30613.000011.102:5,MORGES,YVERDON-LES-BAINS
17098,30613.000011.102:5,YVERDON-LES-BAINS,NEUCHATEL
17099,30613.000011.102:5,NEUCHATEL,BIEL/BIENNE
17100,30613.000011.102:5,BIEL/BIENNE,GRENCHEN SUD
17101,30613.000011.102:5,GRENCHEN SUD,SOLOTHURN
17102,30613.000011.102:5,SOLOTHURN,OENSINGEN
17103,30613.000011.102:5,OENSINGEN,OLTEN
17104,30613.000011.102:5,OLTEN,ZURICH HB
17105,30613.000011.102:5,ZURICH HB,ZURICH FLUGHAFEN
17106,30613.000011.102:5,ZURICH FLUGHAFEN,WINTERTHUR
17107,30613.000011.102:5,WINTERTHUR,ST. GALLEN
17108,30615.000011.102:90,MARTIGNY,SION
17109,30615.000011.102:90,SION,SIERRE/SIDERS
17110,30615.000011.102:90,SIERRE/SIDERS,VISP
17111,30615.000011.102:90,VISP,BRIG
17112,30630.000011.105:30630,PAYERNE,CORCELLES-SUD
17113,30630.000011.105:30630,CORCELLES-SUD,COUSSET
17114,30630.000011.105:30630,COUSSET,LECHELLES
17115,30630.000011.105:30630,LECHELLES,GROLLEY
17116,30630.000011.105:30630,GROLLEY,BELFAUX CFF
17117,30630.000011.105:30630,BELFAUX CFF,GIVISIEZ
17118,30642.000011.101:51,LAUFEN,DELEMONT
17119,30645.000011.104:30645,GENEVE-AEROPORT,GENEVE
17120,30645.000011.104:30645,GENEVE,NYON
17121,30645.000011.104:30645,NYON,MORGES
17122,30645.000011.104:30645,MORGES,YVERDON-LES-BAINS
17123,30645.000011.104:30645,YVERDON-LES-BAINS,NEUCHATEL
17124,30645.000011.104:30645,NEUCHATEL,BIEL/BIENNE
17125,30645.000011.104:30645,BIEL/BIENNE,GRENCHEN NORD
17126,30645.000011.104:30645,GRENCHEN NORD,MOUTIER
17127,30645.000011.104:30645,MOUTIER,DELEMONT
17128,30676.000011.101:90,BRIG,VISP
17129,30676.000011.101:90,VISP,SIERRE/SIDERS
17130,30676.000011.101:90,SIERRE/SIDERS,SION
17131,30676.000011.101:90,SION,MARTIGNY
17132,30676.000011.101:90,MARTIGNY,AIGLE
17133,30676.000011.101:90,AIGLE,MONTREUX
17134,30676.000011.101:90,MONTREUX,VEVEY
17135,30676.000011.101:90,VEVEY,LAUSANNE
17136,30676.000011.101:90,LAUSANNE,MORGES
17137,30676.000011.101:90,MORGES,NYON
17138,30676.000011.101:90,NYON,GENEVE
17139,30682.000011.101:90,BRIG,VISP
17140,30682.000011.101:90,VISP,SIERRE/SIDERS
17141,30682.000011.101:90,SIERRE/SIDERS,SION
17142,30682.000011.101:90,SION,MARTIGNY
17143,30682.000011.101:90,MARTIGNY,AIGLE
17144,30682.000011.101:90,AIGLE,MONTREUX
17145,30682.000011.101:90,MONTREUX,VEVEY
17146,30682.000011.101:90,VEVEY,LAUSANNE
17147,30688.000011.101:26,ROTKREUZ,OBERRUTI
17148,30688.000011.101:26,OBERRUTI,SINS
17149,30688.000011.101:26,SINS,MUHLAU
17150,30688.000011.101:26,MUHLAU,BENZENSCHWIL
17151,30688.000011.101:26,BENZENSCHWIL,MURI AG
17152,30688.000011.101:26,MURI AG,BOSWIL-BUNZEN
17153,30688.000011.101:26,BOSWIL-BUNZEN,WOHLEN AG
17154,30688.000011.101:26,WOHLEN AG,DOTTIKON-DINTIKON
17155,30688.000011.101:26,DOTTIKON-DINTIKON,HENDSCHIKEN
17156,30688.000011.101:26,HENDSCHIKEN,LENZBURG
17157,30688.000011.101:26,LENZBURG,AARAU
17158,30688.000011.101:26,AARAU,DULLIKEN
17159,30688.000011.101:26,DULLIKEN,OLTEN
17160,30692.000011.113:26,MURI AG,BOSWIL-BUNZEN
17161,30692.000011.113:26,BOSWIL-BUNZEN,WOHLEN AG
17162,30692.000011.113:26,WOHLEN AG,DOTTIKON-DINTIKON
17163,30692.000011.113:26,DOTTIKON-DINTIKON,HENDSCHIKEN
17164,30692.000011.113:26,HENDSCHIKEN,LENZBURG
17165,30692.000011.113:26,LENZBURG,AARAU
17166,30692.000011.113:26,AARAU,DULLIKEN
17167,30692.000011.113:26,DULLIKEN,OLTEN
17168,30702.000011.102:30702,SION,MARTIGNY
17169,30702.000011.102:30702,MARTIGNY,ST-MAURICE
17170,30702.000011.102:30702,ST-MAURICE,BEX
17171,30702.000011.102:30702,BEX,AIGLE
17172,30702.000011.102:30702,AIGLE,MONTREUX
17173,30702.000011.102:30702,MONTREUX,VEVEY
17174,30702.000011.102:30702,VEVEY,PALEZIEUX
17175,30702.000011.102:30702,PALEZIEUX,LAUSANNE
17176,30702.000011.102:30702,LAUSANNE,GENEVE
17177,30702.000011.102:30702,GENEVE,GENEVE-AEROPORT
17178,30704.000011.105:1,FRIBOURG/FREIBURG,LAUSANNE
17179,30705.000011.101:30705,LAUSANNE,VEVEY
17180,30705.000011.101:30705,VEVEY,MONTREUX
17181,30705.000011.101:30705,MONTREUX,AIGLE
17182,30705.000011.101:30705,AIGLE,BEX
17183,30705.000011.101:30705,BEX,ST-MAURICE
17184,30705.000011.101:30705,ST-MAURICE,MARTIGNY
17185,30705.000011.101:30705,MARTIGNY,SION
17186,30705.000011.101:30705,SION,SIERRE/SIDERS
17187,30705.000011.101:30705,SIERRE/SIDERS,VISP
17188,30705.000011.101:30705,VISP,BRIG
17189,30706.000011.106:90,BRIG,VISP
17190,30706.000011.106:90,VISP,SIERRE/SIDERS
17191,30706.000011.106:90,SIERRE/SIDERS,SION
17192,30706.000011.106:90,SION,MARTIGNY
17193,30706.000011.106:90,MARTIGNY,AIGLE
17194,30706.000011.106:90,AIGLE,MONTREUX
17195,30706.000011.106:90,MONTREUX,VEVEY
17196,30707.000011.102:1,GENEVE,LAUSANNE
17197,30707.000011.102:1,LAUSANNE,FRIBOURG/FREIBURG
17198,30711.000011.107:1,AARAU,LENZBURG
17199,30711.000011.107:1,LENZBURG,OTHMARSINGEN
17200,30711.000011.107:1,OTHMARSINGEN,MELLINGEN HEITERSBERG
17201,30711.000011.107:1,MELLINGEN HEITERSBERG,KILLWANGEN-SPREITENBACH
17202,30711.000011.107:1,KILLWANGEN-SPREITENBACH,DIETIKON
17203,30711.000011.107:1,DIETIKON,GLANZENBERG
17204,30711.000011.107:1,GLANZENBERG,SCHLIEREN
17205,30711.000011.107:1,SCHLIEREN,ZURICH ALTSTETTEN
17206,30711.000011.107:1,ZURICH ALTSTETTEN,ZURICH HARDBRUCKE
17207,30711.000011.107:1,ZURICH HARDBRUCKE,ZURICH HB
17208,30711.000011.107:1,ZURICH HB,ZURICH STADELHOFEN
17209,30711.000011.107:1,ZURICH STADELHOFEN,STETTBACH
17210,30711.000011.107:1,STETTBACH,DIETLIKON
17211,30711.000011.107:1,DIETLIKON,EFFRETIKON
17212,30711.000011.107:1,EFFRETIKON,WINTERTHUR
17213,30739.000011.105:1,LAUSANNE,ROMONT FR
17214,30741.000011.102:90,GENEVE-AEROPORT,GENEVE
17215,30741.000011.102:90,GENEVE,NYON
17216,30741.000011.102:90,NYON,MORGES
17217,30741.000011.102:90,MORGES,LAUSANNE
17218,30741.000011.102:90,LAUSANNE,PALEZIEUX
17219,30741.000011.102:90,PALEZIEUX,VEVEY
17220,30741.000011.102:90,VEVEY,MONTREUX
17221,30741.000011.102:90,MONTREUX,AIGLE
17222,30741.000011.102:90,AIGLE,BEX
17223,30741.000011.102:90,BEX,ST-MAURICE
17224,30741.000011.102:90,ST-MAURICE,MARTIGNY
17225,30741.000011.102:90,MARTIGNY,SION
17226,30741.000011.102:90,SION,SIERRE/SIDERS
17227,30741.000011.102:90,SIERRE/SIDERS,LEUK
17228,30741.000011.102:90,LEUK,VISP
17229,30741.000011.102:90,VISP,BRIG
17230,30743.000011.110:30743,AIGLE,BEX
17231,30743.000011.110:30743,BEX,ST-MAURICE
17232,30743.000011.110:30743,ST-MAURICE,MARTIGNY
17233,30743.000011.110:30743,MARTIGNY,SION
17234,30744.000011.103:30744,LUZERN,EMMENBRUCKE
17235,30744.000011.103:30744,EMMENBRUCKE,ROTHENBURG
17236,30744.000011.103:30744,ROTHENBURG,SEMPACH-NEUENKIRCH
17237,30744.000011.103:30744,SEMPACH-NEUENKIRCH,SURSEE
17238,30744.000011.103:30744,SURSEE,ST. ERHARD-KNUTWIL
17239,30744.000011.103:30744,ST. ERHARD-KNUTWIL,WAUWIL
17240,30744.000011.103:30744,WAUWIL,NEBIKON
17241,30744.000011.103:30744,NEBIKON,DAGMERSELLEN
17242,30744.000011.103:30744,DAGMERSELLEN,REIDEN
17243,30744.000011.103:30744,REIDEN,BRITTNAU-WIKON
17244,30744.000011.103:30744,BRITTNAU-WIKON,ZOFINGEN
17245,30744.000011.103:30744,ZOFINGEN,AARBURG-OFTRINGEN
17246,30744.000011.103:30744,AARBURG-OFTRINGEN,OLTEN
17247,30747.000011.101:5,RENENS VD,YVERDON-LES-BAINS
17248,30747.000011.101:5,YVERDON-LES-BAINS,NEUCHATEL
17249,30747.000011.101:5,NEUCHATEL,BIEL/BIENNE
17250,30780.000011.101:8,PFAFFIKON SZ,FREIENBACH SBB
17251,30780.000011.101:8,FREIENBACH SBB,BACH SZ
17252,30780.000011.101:8,BACH SZ,RICHTERSWIL
17253,30780.000011.101:8,RICHTERSWIL,WADENSWIL
17254,30780.000011.101:8,WADENSWIL,AU ZH
17255,30780.000011.101:8,AU ZH,HORGEN
17256,30780.000011.101:8,HORGEN,OBERRIEDEN
17257,30780.000011.101:8,OBERRIEDEN,THALWIL
17258,30780.000011.101:8,THALWIL,ZIMMERBERG-BASISTUNNEL
17259,30780.000011.101:8,ZIMMERBERG-BASISTUNNEL,ZURICH HB
17260,30780.000011.101:8,ZURICH HB,ZURICH OERLIKON
17261,30780.000011.101:8,ZURICH OERLIKON,WALLISELLEN
17262,30780.000011.101:8,WALLISELLEN,DIETLIKON
17263,30780.000011.101:8,DIETLIKON,EFFRETIKON
17264,30780.000011.101:8,EFFRETIKON,ILLNAU
17265,30780.000011.101:8,ILLNAU,FEHRALTORF
17266,30780.000011.101:8,FEHRALTORF,PFAFFIKON ZH
17267,30781.000011.101:8,EFFRETIKON,DIETLIKON
17268,30781.000011.101:8,DIETLIKON,WALLISELLEN
17269,30781.000011.101:8,WALLISELLEN,ZURICH OERLIKON
17270,30781.000011.101:8,ZURICH OERLIKON,ZURICH HB
17271,30781.000011.101:8,ZURICH HB,ZIMMERBERG-BASISTUNNEL
17272,30781.000011.101:8,ZIMMERBERG-BASISTUNNEL,THALWIL
17273,30781.000011.101:8,THALWIL,OBERRIEDEN
17274,30781.000011.101:8,OBERRIEDEN,HORGEN
17275,30781.000011.101:8,HORGEN,AU ZH
17276,30781.000011.101:8,AU ZH,WADENSWIL
17277,30781.000011.101:8,WADENSWIL,RICHTERSWIL
17278,30781.000011.101:8,RICHTERSWIL,BACH SZ
17279,30781.000011.101:8,BACH SZ,FREIENBACH SBB
17280,30781.000011.101:8,FREIENBACH SBB,PFAFFIKON SZ
17281,30781.000011.101:8,PFAFFIKON SZ,ALTENDORF
17282,30781.000011.101:8,ALTENDORF,LACHEN SZ
17283,30782.000011.101:8,RAPPERSWIL SG,DAMM
17284,30782.000011.101:8,DAMM,HURDEN
17285,30782.000011.101:8,HURDEN,PFAFFIKON SZ
17286,30782.000011.101:8,PFAFFIKON SZ,FREIENBACH SBB
17287,30782.000011.101:8,FREIENBACH SBB,BACH SZ
17288,30782.000011.101:8,BACH SZ,RICHTERSWIL
17289,30782.000011.101:8,RICHTERSWIL,WADENSWIL
17290,30782.000011.101:8,WADENSWIL,AU ZH
17291,30782.000011.101:8,AU ZH,HORGEN
17292,30782.000011.101:8,HORGEN,OBERRIEDEN
17293,30782.000011.101:8,OBERRIEDEN,THALWIL
17294,30782.000011.101:8,THALWIL,ZIMMERBERG-BASISTUNNEL
17295,30782.000011.101:8,ZIMMERBERG-BASISTUNNEL,ZURICH HB
17296,30782.000011.101:8,ZURICH HB,ZURICH OERLIKON
17297,30782.000011.101:8,ZURICH OERLIKON,WALLISELLEN
17298,30782.000011.101:8,WALLISELLEN,DIETLIKON
17299,30782.000011.101:8,DIETLIKON,EFFRETIKON
17300,30782.000011.101:8,EFFRETIKON,ILLNAU
17301,30782.000011.101:8,ILLNAU,FEHRALTORF
17302,30782.000011.101:8,FEHRALTORF,PFAFFIKON ZH
17303,30783.000011.101:8,PFAFFIKON ZH,FEHRALTORF
17304,30783.000011.101:8,FEHRALTORF,ILLNAU
17305,30783.000011.101:8,ILLNAU,EFFRETIKON
17306,30783.000011.101:8,EFFRETIKON,DIETLIKON
17307,30783.000011.101:8,DIETLIKON,WALLISELLEN
17308,30783.000011.101:8,WALLISELLEN,ZURICH OERLIKON
17309,30783.000011.101:8,ZURICH OERLIKON,ZURICH HB
17310,30783.000011.101:8,ZURICH HB,ZIMMERBERG-BASISTUNNEL
17311,30783.000011.101:8,ZIMMERBERG-BASISTUNNEL,THALWIL
17312,30783.000011.101:8,THALWIL,OBERRIEDEN
17313,30783.000011.101:8,OBERRIEDEN,HORGEN
17314,30783.000011.101:8,HORGEN,AU ZH
17315,30783.000011.101:8,AU ZH,WADENSWIL
17316,30783.000011.101:8,WADENSWIL,RICHTERSWIL
17317,30783.000011.101:8,RICHTERSWIL,BACH SZ
17318,30783.000011.101:8,BACH SZ,FREIENBACH SBB
17319,30783.000011.101:8,FREIENBACH SBB,PFAFFIKON SZ
17320,30783.000011.101:8,PFAFFIKON SZ,ALTENDORF
17321,30783.000011.101:8,ALTENDORF,LACHEN SZ
17322,30786.000011.102:30786,WETTINGEN,BADEN
17323,30786.000011.102:30786,BADEN,TURGI
17324,30786.000011.102:30786,TURGI,BRUGG AG
17325,30786.000011.102:30786,BRUGG AG,WILDEGG
17326,30786.000011.102:30786,WILDEGG,AARAU
17327,30786.000011.102:30786,AARAU,SCHONENWERD SO
17328,30786.000011.102:30786,SCHONENWERD SO,DANIKEN SO
17329,30786.000011.102:30786,DANIKEN SO,DULLIKEN
17330,30786.000011.102:30786,DULLIKEN,OLTEN
17331,30790.000011.102:9,WETZIKON ZH,USTER
17332,30790.000011.102:9,USTER,NANIKON-GREIFENSEE
17333,30790.000011.102:9,NANIKON-GREIFENSEE,SCHWERZENBACH ZH
17334,30790.000011.102:9,SCHWERZENBACH ZH,DUBENDORF
17335,30790.000011.102:9,DUBENDORF,STETTBACH
17336,30790.000011.102:9,STETTBACH,ZURICH STADELHOFEN
17337,30790.000011.102:9,ZURICH STADELHOFEN,ZURICH HB
17338,30790.000011.102:9,ZURICH HB,ZURICH HARDBRUCKE
17339,30790.000011.102:9,ZURICH HARDBRUCKE,ZURICH OERLIKON
17340,30790.000011.102:9,ZURICH OERLIKON,GLATTBRUGG
17341,30790.000011.102:9,GLATTBRUGG,RUMLANG
17342,30790.000011.102:9,RUMLANG,OBERGLATT ZH
17343,30790.000011.102:9,OBERGLATT ZH,NIEDERGLATT ZH
17344,30790.000011.102:9,NIEDERGLATT ZH,BULACH
17345,30793.000011.101:30793,OLTEN,DULLIKEN
17346,30793.000011.101:30793,DULLIKEN,DANIKEN SO
17347,30793.000011.101:30793,DANIKEN SO,SCHONENWERD SO
17348,30793.000011.101:30793,SCHONENWERD SO,AARAU
17349,30793.000011.101:30793,AARAU,WILDEGG
17350,30793.000011.101:30793,WILDEGG,BRUGG AG
17351,30793.000011.101:30793,BRUGG AG,TURGI
17352,30793.000011.101:30793,TURGI,BADEN
17353,30793.000011.101:30793,BADEN,WETTINGEN
17354,30793.000011.101:30793,WETTINGEN,NEUENHOF
17355,30793.000011.101:30793,NEUENHOF,KILLWANGEN-SPREITENBACH
17356,30793.000011.101:30793,KILLWANGEN-SPREITENBACH,DIETIKON
17357,30793.000011.101:30793,DIETIKON,GLANZENBERG
17358,30793.000011.101:30793,GLANZENBERG,SCHLIEREN
17359,30793.000011.101:30793,SCHLIEREN,ZURICH ALTSTETTEN
17360,30793.000011.101:30793,ZURICH ALTSTETTEN,ZURICH HB
17361,30800.000033.101:30800,THUN,SCHWABIS
17362,30800.000033.101:30800,SCHWABIS,STEFFISBURG
17363,30800.000033.101:30800,STEFFISBURG,LADELI
17364,30800.000033.101:30800,LADELI,HEIMBERG
17365,30801.000011.101:90,GENEVE-AEROPORT,GENEVE
17366,30801.000011.101:90,GENEVE,NYON
17367,30801.000011.101:90,NYON,MORGES
17368,30801.000011.101:90,MORGES,RENENS VD
17369,30801.000011.101:90,RENENS VD,LAUSANNE
17370,30801.000011.101:90,LAUSANNE,VEVEY
17371,30801.000011.101:90,VEVEY,MONTREUX
17372,30801.000011.101:90,MONTREUX,AIGLE
17373,30801.000011.101:90,AIGLE,ST-MAURICE
17374,30801.000011.101:90,ST-MAURICE,MARTIGNY
17375,30801.000011.101:90,MARTIGNY,SION
17376,30801.000011.101:90,SION,SIERRE/SIDERS
17377,30801.000011.101:90,SIERRE/SIDERS,VISP
17378,30801.000011.101:90,VISP,BRIG
17379,30804.000011.105:30804,RENENS VD,MORGES
17380,30804.000011.105:30804,MORGES,NYON
17381,30804.000011.105:30804,NYON,GENEVE
17382,30804.000011.105:30804,GENEVE,GENEVE-AEROPORT
17383,30805.000011.103:30805,GENEVE,NYON
17384,30805.000011.103:30805,NYON,GLAND
17385,30805.000011.103:30805,GLAND,MORGES
