route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,trip_type
1,000001,88____:049::8892338:8892205:6:1925:20210314,Lichtervelde,11000,,1,,1
2,000002,88____:049::8883006:8881000:8:2446:20210319,Mons,11000,,2,,1
3,000003,82____:049::8200100:8869054:2:614:20210321,Arlon,11002,,3,,1
3,000003,88____:049::8869054:8866001:2:624:20210321,Arlon,11002,,3,,1
3,000003,82____:049::8200100:8869054:2:714:20210321,Arlon,11003,,4,,1
3,000003,88____:049::8869054:8866001:2:724:20210321,Arlon,11003,,4,,1
3,000003,82____:049::8200100:8869054:2:814:20210321,Arlon,11004,,5,,1
3,000003,88____:049::8869054:8866001:2:824:20210321,Arlon,11004,,5,,1
4,000004,82____:049::8200940:8869047:2:607:20210424,Athus,11005,,6,,1
4,000004,88____:049::8869047:8866605:2:610:20210424,Athus,11005,,6,,1
5,000005,88____:049::8872009:8871308:5:510:20210509,Luttre,11005,,7,,1
4,000004,82____:049::8200940:8869047:2:707:20210424,Athus,11006,,8,,1
4,000004,88____:049::8869047:8866605:2:710:20210424,Athus,11006,,8,,1
5,000005,88____:049::8872009:8871308:5:610:20210509,Luttre,11006,,9,,1
4,000004,82____:049::8200940:8869047:2:807:20210424,Athus,11007,,10,,1
4,000004,88____:049::8869047:8866605:2:810:20210424,Athus,11007,,10,,1
5,000005,88____:049::8872009:8871308:5:710:20210509,Luttre,11007,,11,,1
4,000004,82____:049::8200940:8869047:2:907:20210424,Athus,11008,,12,,1
4,000004,88____:049::8869047:8866605:2:910:20210424,Athus,11008,,12,,1
5,000005,88____:049::8872009:8871308:5:810:20210509,Luttre,11008,,13,,1
6,000006,88____:049::8872009:8875127:12:809:20210516,Couvin,11008,,14,,1
5,000005,88____:049::8872009:8871308:5:910:20210509,Luttre,11009,,15,,1
5,000005,88____:049::8872009:8871308:5:1010:20210509,Luttre,11010,,16,,1
6,000006,88____:049::8872009:8875127:12:1009:20210516,Couvin,11010,,17,,1
5,000005,88____:049::8872009:8871308:5:1110:20210509,Luttre,11011,,18,,1
5,000005,88____:049::8872009:8871308:5:1210:20210509,Luttre,11012,,19,,1
6,000006,88____:049::8872009:8875127:12:1209:20210516,Couvin,11012,,20,,1
5,000005,88____:049::8872009:8871308:5:1310:20210509,Luttre,11013,,21,,1
5,000005,88____:049::8872009:8871308:5:1410:20210509,Luttre,11014,,22,,1
6,000006,88____:049::8872009:8875127:12:1409:20210516,Couvin,11014,,23,,1
4,000007,82____:049::8200940:8869047:2:1607:20210425,Athus,11015,,24,,1
4,000007,88____:049::8869047:8866605:2:1610:20210425,Athus,11015,,24,,1
5,000005,88____:049::8872009:8871308:5:1510:20210509,Luttre,11015,,25,,1
4,000007,82____:049::8200940:8869047:2:1707:20210425,Athus,11016,,26,,1
4,000007,88____:049::8869047:8866605:2:1710:20210425,Athus,11016,,26,,1
5,000005,88____:049::8872009:8871308:5:1610:20210509,Luttre,11016,,27,,1
6,000006,88____:049::8872009:8875127:12:1609:20210516,Couvin,11016,,28,,1
4,000007,82____:049::8200940:8869047:2:1807:20210425,Athus,11017,,29,,1
4,000007,88____:049::8869047:8866605:2:1810:20210425,Athus,11017,,29,,1
5,000005,88____:049::8872009:8871308:5:1710:20210509,Luttre,11017,,30,,1
4,000007,82____:049::8200940:8869047:2:1907:20210425,Athus,11018,,31,,1
4,000007,88____:049::8869047:8866605:2:1910:20210425,Athus,11018,,31,,1
5,000005,88____:049::8872009:8871308:5:1810:20210509,Luttre,11018,,32,,1
6,000006,88____:049::8872009:8875127:12:1809:20210516,Couvin,11018,,33,,1
5,000005,88____:049::8872009:8871308:5:1910:20210509,Luttre,11019,,34,,1
5,000005,88____:049::8872009:8871308:5:2010:20210509,Luttre,11020,,35,,1
6,000008,88____:049::8872009:8875127:12:2009:20210515,Couvin,11020,,36,,1
7,000009,88____:049::8841004:8844503:12:2411:20210430,Welkenraedt,11020,,37,,1
5,000005,88____:049::8872009:8871308:5:2110:20210509,Luttre,11021,,38,,1
7,000010,88____:049::8841004:8844503:12:129:20210501,Welkenraedt,11021,,39,,1
4,000007,82____:049::8200940:8869047:2:2307:20210425,Athus,11022,,40,,1
4,000007,88____:049::8869047:8866605:2:2310:20210425,Athus,11022,,40,,1
5,000005,88____:049::8872009:8871308:5:2210:20210509,Luttre,11022,,41,,1
6,000008,88____:049::8872009:8875127:12:2209:20210515,Couvin,11022,,42,,1
4,000007,82____:049::8200940:8869047:2:2407:20210425,Athus,11023,,43,,1
4,000007,88____:049::8869047:8866605:2:2410:20210425,Athus,11023,,43,,1
8,000001,88____:049::8832409:8832664:5:105:20210314,Hamont,11024,,44,,1
6,000008,88____:049::8872009:8875127:12:2409:20210515,Couvin,11024,,45,,1
5,000005,88____:049::8871308:8872009:5:721:20210509,Charleroi-Sud,11026,,46,,1
5,000005,88____:049::8871308:8872009:5:821:20210509,Charleroi-Sud,11027,,47,,1
6,000006,88____:049::8875127:8872009:12:744:20210516,Charleroi-Sud,11027,,48,,1
5,000005,88____:049::8871308:8872009:5:921:20210509,Charleroi-Sud,11028,,49,,1
5,000005,88____:049::8871308:8872009:5:1021:20210509,Charleroi-Sud,11029,,50,,1
6,000006,88____:049::8875127:8872009:12:944:20210516,Charleroi-Sud,11029,,51,,1
4,000004,88____:049::8866605:8200940:3:505:20210424,Rodange (LU),11030,,52,,1
5,000005,88____:049::8871308:8872009:5:1121:20210509,Charleroi-Sud,11030,,53,,1
4,000004,88____:049::8866605:8200940:3:605:20210424,Rodange (LU),11031,,54,,1
5,000005,88____:049::8871308:8872009:5:1221:20210509,Charleroi-Sud,11031,,55,,1
6,000006,88____:049::8875127:8872009:12:1144:20210516,Charleroi-Sud,11031,,56,,1
4,000011,88____:049::8866605:8200940:3:650:20210423,Rodange (LU),11032,,57,,1
4,000012,88____:049::8866605:8200940:3:705:20210424,Rodange (LU),11032,,58,,1
5,000005,88____:049::8871308:8872009:5:1321:20210509,Charleroi-Sud,11032,,59,,1
4,000011,88____:049::8866605:8200940:3:750:20210423,Rodange (LU),11033,,60,,1
4,000012,88____:049::8866605:8200940:3:805:20210424,Rodange (LU),11033,,61,,1
5,000005,88____:049::8871308:8872009:5:1421:20210509,Charleroi-Sud,11033,,62,,1
6,000006,88____:049::8875127:8872009:12:1344:20210516,Charleroi-Sud,11033,,63,,1
4,000011,88____:049::8866605:8200940:3:850:20210423,Rodange (LU),11034,,64,,1
4,000012,88____:049::8866605:8200940:3:905:20210424,Rodange (LU),11034,,65,,1
5,000005,88____:049::8871308:8872009:5:1521:20210509,Charleroi-Sud,11034,,66,,1
5,000005,88____:049::8871308:8872009:5:1621:20210509,Charleroi-Sud,11035,,67,,1
6,000006,88____:049::8875127:8872009:12:1544:20210516,Charleroi-Sud,11035,,68,,1
5,000005,88____:049::8871308:8872009:5:1721:20210509,Charleroi-Sud,11036,,69,,1
5,000005,88____:049::8871308:8872009:5:1821:20210509,Charleroi-Sud,11037,,70,,1
6,000006,88____:049::8875127:8872009:12:1744:20210516,Charleroi-Sud,11037,,71,,1
5,000005,88____:049::8871308:8872009:5:1921:20210509,Charleroi-Sud,11038,,72,,1
5,000005,88____:049::8871308:8872009:5:2021:20210509,Charleroi-Sud,11039,,73,,1
6,000008,88____:049::8875127:8872009:12:1944:20210515,Charleroi-Sud,11039,,74,,1
5,000005,88____:049::8871308:8872009:5:2121:20210509,Charleroi-Sud,11040,,75,,1
4,000011,88____:049::8866605:8200940:3:1550:20210423,Rodange (LU),11041,,76,,1
4,000013,88____:049::8866605:8200940:3:1605:20210425,Rodange (LU),11041,,77,,1
5,000005,88____:049::8871308:8872009:5:2221:20210509,Charleroi-Sud,11041,,78,,1
6,000008,88____:049::8875127:8872009:12:2144:20210515,Charleroi-Sud,11041,,79,,1
4,000011,88____:049::8866605:8200940:3:1650:20210423,Rodange (LU),11042,,80,,1
4,000013,88____:049::8866605:8200940:3:1705:20210425,Rodange (LU),11042,,81,,1
5,000005,88____:049::8871308:8872009:5:2321:20210509,Charleroi-Sud,11042,,82,,1
4,000011,88____:049::8866605:8200940:3:1750:20210423,Rodange (LU),11043,,83,,1
4,000013,88____:049::8866605:8200940:3:1805:20210425,Rodange (LU),11043,,84,,1
5,000005,88____:049::8871308:8872009:5:2421:20210509,Charleroi-Sud,11043,,85,,1
6,000008,88____:049::8875127:8872009:12:2344:20210515,Charleroi-Sud,11043,,86,,1
4,000011,88____:049::8866605:8200940:3:1850:20210423,Rodange (LU),11044,,87,,1
4,000013,88____:049::8866605:8200940:3:1905:20210425,Rodange (LU),11044,,88,,1
9,000014,88____:049::8883311:8814308:2:659:20210418,Hal,11045,,89,,1
9,000014,88____:049::8883311:8814308:2:759:20210418,Hal,11046,,90,,1
9,000014,88____:049::8883311:8814308:2:859:20210418,Hal,11047,,91,,1
9,000014,88____:049::8883311:8814308:2:959:20210418,Hal,11048,,92,,1
9,000014,88____:049::8883311:8814308:2:1059:20210418,Hal,11049,,93,,1
9,000014,88____:049::8883311:8814308:2:1159:20210418,Hal,11050,,94,,1
9,000014,88____:049::8883311:8814308:2:1259:20210418,Hal,11051,,95,,1
9,000014,88____:049::8883311:8814308:2:1359:20210418,Hal,11052,,96,,1
9,000014,88____:049::8883311:8814308:2:1459:20210418,Hal,11053,,97,,1
9,000014,88____:049::8883311:8814308:2:1559:20210418,Hal,11054,,98,,1
10,000015,88____:049::8872009:8874609:7:702:20210321,Tamines,11055,,99,,1
9,000014,88____:049::8883311:8814308:2:1659:20210418,Hal,11055,,100,,1
9,000014,88____:049::8883311:8814308:2:1759:20210418,Hal,11056,,101,,1
11,000016,88____:049::8864345:8865003:6:714:20210425,Libramont,11056,,102,,1
12,000017,88____:049::8841004:8400219:5:753:20210328,Maastricht (NL),11057,,103,,1
12,000017,84____:049::8400219:8400424:3:810:20210328,Maastricht (NL),11057,,103,,1
10,000015,88____:049::8872009:8874609:7:902:20210321,Tamines,11057,,104,,1
13,000018,88____:049::8811601:8872413:9:727:20210418,Fleurus,11057,,105,,1
14,000019,88____:049::8892007:8895208:10:735:20210502,Zottegem,11057,,106,,1
15,000005,88____:049::8892601:8892007:7:835:20210509,Gand-Saint-Pierre,11057,,107,,1
12,000017,88____:049::8841004:8400219:5:853:20210328,Maastricht (NL),11058,,108,,1
12,000017,84____:049::8400219:8400424:3:910:20210328,Maastricht (NL),11058,,108,,1
13,000018,88____:049::8811601:8872413:9:827:20210418,Fleurus,11058,,109,,1
11,000016,88____:049::8864345:8865003:6:939:20210425,Libramont,11058,,110,,1
14,000019,88____:049::8892007:8895208:10:835:20210502,Zottegem,11058,,111,,1
15,000020,88____:049::8892601:8892007:7:935:20210508,Gand-Saint-Pierre,11058,,112,,1
12,000017,88____:049::8841004:8400219:5:953:20210328,Maastricht (NL),11059,,113,,1
12,000017,84____:049::8400219:8400424:3:1010:20210328,Maastricht (NL),11059,,113,,1
10,000015,88____:049::8872009:8874609:7:1102:20210321,Tamines,11059,,114,,1
13,000018,88____:049::8811601:8872413:9:927:20210418,Fleurus,11059,,115,,1
14,000019,88____:049::8892007:8895208:10:935:20210502,Zottegem,11059,,116,,1
15,000005,88____:049::8892601:8892007:7:1035:20210509,Gand-Saint-Pierre,11059,,117,,1
12,000017,88____:049::8841004:8400219:5:1053:20210328,Maastricht (NL),11060,,118,,1
12,000017,84____:049::8400219:8400424:3:1110:20210328,Maastricht (NL),11060,,118,,1
13,000018,88____:049::8811601:8872413:9:1027:20210418,Fleurus,11060,,119,,1
11,000016,88____:049::8864345:8865003:6:1139:20210425,Libramont,11060,,120,,1
14,000019,88____:049::8892007:8895208:10:1035:20210502,Zottegem,11060,,121,,1
15,000020,88____:049::8892601:8892007:7:1135:20210508,Gand-Saint-Pierre,11060,,122,,1
12,000017,88____:049::8841004:8400219:5:1153:20210328,Maastricht (NL),11061,,123,,1
12,000017,84____:049::8400219:8400424:3:1210:20210328,Maastricht (NL),11061,,123,,1
10,000015,88____:049::8872009:8874609:7:1302:20210321,Tamines,11061,,124,,1
13,000018,88____:049::8811601:8872413:9:1127:20210418,Fleurus,11061,,125,,1
14,000019,88____:049::8892007:8895208:10:1135:20210502,Zottegem,11061,,126,,1
15,000005,88____:049::8892601:8892007:7:1235:20210509,Gand-Saint-Pierre,11061,,127,,1
12,000017,88____:049::8841004:8400219:5:1253:20210328,Maastricht (NL),11062,,128,,1
12,000017,84____:049::8400219:8400424:3:1310:20210328,Maastricht (NL),11062,,128,,1
13,000018,88____:049::8811601:8872413:9:2127:20210418,Fleurus,11062,,129,,1
11,000016,88____:049::8864345:8865003:6:1339:20210425,Libramont,11062,,130,,1
14,000019,88____:049::8892007:8895208:10:1235:20210502,Zottegem,11062,,131,,1
15,000020,88____:049::8892601:8892007:7:1335:20210508,Gand-Saint-Pierre,11062,,132,,1
12,000017,88____:049::8841004:8400219:5:1353:20210328,Maastricht (NL),11063,,133,,1
12,000017,84____:049::8400219:8400424:3:1410:20210328,Maastricht (NL),11063,,133,,1
10,000015,88____:049::8872009:8874609:7:1502:20210321,Tamines,11063,,134,,1
13,000018,88____:049::8811601:8872413:9:1327:20210418,Fleurus,11063,,135,,1
14,000019,88____:049::8892007:8895208:10:1335:20210502,Zottegem,11063,,136,,1
15,000005,88____:049::8892601:8892007:7:1435:20210509,Gand-Saint-Pierre,11063,,137,,1
12,000017,88____:049::8841004:8400219:5:1453:20210328,Maastricht (NL),11064,,138,,1
12,000017,84____:049::8400219:8400424:3:1510:20210328,Maastricht (NL),11064,,138,,1
13,000018,88____:049::8811601:8872413:9:2227:20210418,Fleurus,11064,,139,,1
11,000016,88____:049::8864345:8865003:6:1539:20210425,Libramont,11064,,140,,1
14,000019,88____:049::8892007:8895208:10:1435:20210502,Zottegem,11064,,141,,1
15,000020,88____:049::8892601:8892007:7:1535:20210508,Gand-Saint-Pierre,11064,,142,,1
10,000015,88____:049::8872009:8874609:7:1702:20210321,Tamines,11065,,143,,1
13,000018,88____:049::8811601:8872413:9:1527:20210418,Fleurus,11065,,144,,1
14,000019,88____:049::8892007:8895208:10:1535:20210502,Zottegem,11065,,145,,1
15,000005,88____:049::8892601:8892007:7:1635:20210509,Gand-Saint-Pierre,11065,,146,,1
13,000018,88____:049::8811601:8872413:9:1627:20210418,Fleurus,11066,,147,,1
11,000016,88____:049::8864345:8865003:6:1739:20210425,Libramont,11066,,148,,1
14,000019,88____:049::8892007:8895208:10:1635:20210502,Zottegem,11066,,149,,1
15,000020,88____:049::8892601:8892007:7:1735:20210508,Gand-Saint-Pierre,11066,,150,,1
10,000021,88____:049::8872009:8874609:7:1902:20210320,Tamines,11067,,151,,1
16,000018,88____:049::8811726:8872413:12:1727:20210418,Fleurus,11067,,152,,1
14,000019,88____:049::8892007:8895208:10:1735:20210502,Zottegem,11067,,153,,1
15,000005,88____:049::8892601:8892007:7:1835:20210509,Gand-Saint-Pierre,11067,,154,,1
16,000018,88____:049::8811726:8872413:12:1827:20210418,Fleurus,11068,,155,,1
11,000022,88____:049::8864345:8865003:6:1939:20210424,Libramont,11068,,156,,1
14,000019,88____:049::8892007:8895208:10:1835:20210502,Zottegem,11068,,157,,1
15,000020,88____:049::8892601:8892007:7:1935:20210508,Gand-Saint-Pierre,11068,,158,,1
10,000021,88____:049::8872009:8874609:7:2102:20210320,Tamines,11069,,159,,1
16,000018,88____:049::8811726:8872413:12:1927:20210418,Fleurus,11069,,160,,1
14,000019,88____:049::8892007:8895208:10:1935:20210502,Zottegem,11069,,161,,1
15,000005,88____:049::8892601:8892007:7:2035:20210509,Gand-Saint-Pierre,11069,,162,,1
13,000018,88____:049::8811601:8872413:9:2027:20210418,Fleurus,11070,,163,,1
11,000022,88____:049::8864345:8865003:6:2139:20210424,Libramont,11070,,164,,1
14,000019,88____:049::8892007:8895208:10:2035:20210502,Zottegem,11070,,165,,1
15,000020,88____:049::8892601:8892007:7:2135:20210508,Gand-Saint-Pierre,11070,,166,,1
13,000018,88____:049::8811601:8872413:9:2127:20210418:1,Fleurus,11071,,167,,1
14,000019,88____:049::8892007:8895208:10:2135:20210502,Zottegem,11071,,168,,1
15,000005,88____:049::8892601:8892007:7:2235:20210509,Gand-Saint-Pierre,11071,,169,,1
14,000023,88____:049::8892007:8895208:10:2235:20210501,Zottegem,11072,,170,,1
17,000024,88____:049::8892007:8895505:12:2356:20210502,Grammont,11072,,171,,1
18,000025,88____:049::8872413:8811676:10:1848:20210418,Louvain-La-Neuve,11073,,172,,1
17,000023,88____:049::8892007:8895505:12:2456:20210501,Grammont,11073,,173,,1
18,000025,88____:049::8872413:8811676:10:1948:20210418,Louvain-La-Neuve,11074,,174,,1
19,000026,88____:049::8844008:8844503:4:833:20210404,Welkenraedt,11075,,175,,1
18,000025,88____:049::8872413:8811676:10:2048:20210418,Louvain-La-Neuve,11075,,176,,1
14,000019,88____:049::8895208:8892007:10:746:20210502,Gand-Saint-Pierre,11076,,177,,1
13,000018,88____:049::8872413:8811601:9:848:20210418,Ottignies,11077,,178,,1
14,000019,88____:049::8895208:8892007:10:846:20210502,Gand-Saint-Pierre,11077,,179,,1
11,000016,88____:049::8865003:8864345:6:733:20210425,Marloie,11077,,180,,1
12,000017,84____:049::8400424:8849064:4:812:20210328,Liège-Guillemins,11078,,181,,1
12,000017,88____:049::8849064:8841004:4:850:20210328,Liège-Guillemins,11078,,181,,1
10,000015,88____:049::8874609:8872009:7:758:20210321,Charleroi-Sud,11078,,182,,1
14,000019,88____:049::8895208:8892007:10:946:20210502,Gand-Saint-Pierre,11078,,183,,1
15,000005,88____:049::8892007:8892601:7:826:20210509,Audenarde,11078,,184,,1
12,000017,84____:049::8400424:8849064:4:912:20210328,Liège-Guillemins,11079,,185,,1
12,000017,88____:049::8849064:8841004:4:950:20210328,Liège-Guillemins,11079,,185,,1
14,000019,88____:049::8895208:8892007:10:1046:20210502,Gand-Saint-Pierre,11079,,186,,1
11,000016,88____:049::8865003:8864345:6:933:20210425,Marloie,11079,,187,,1
15,000020,88____:049::8892007:8892601:7:926:20210508,Audenarde,11079,,188,,1
12,000017,84____:049::8400424:8849064:4:1012:20210328,Liège-Guillemins,11080,,189,,1
12,000017,88____:049::8849064:8841004:4:1050:20210328,Liège-Guillemins,11080,,189,,1
10,000015,88____:049::8874609:8872009:7:958:20210321,Charleroi-Sud,11080,,190,,1
14,000019,88____:049::8895208:8892007:10:1146:20210502,Gand-Saint-Pierre,11080,,191,,1
15,000005,88____:049::8892007:8892601:7:1026:20210509,Audenarde,11080,,192,,1
12,000017,84____:049::8400424:8849064:4:1112:20210328,Liège-Guillemins,11081,,193,,1
12,000017,88____:049::8849064:8841004:4:1150:20210328,Liège-Guillemins,11081,,193,,1
14,000019,88____:049::8895208:8892007:10:1246:20210502,Gand-Saint-Pierre,11081,,194,,1
11,000016,88____:049::8865003:8864345:6:1133:20210425,Marloie,11081,,195,,1
15,000020,88____:049::8892007:8892601:7:1126:20210508,Audenarde,11081,,196,,1
12,000017,84____:049::8400424:8849064:4:1212:20210328,Liège-Guillemins,11082,,197,,1
12,000017,88____:049::8849064:8841004:4:1250:20210328,Liège-Guillemins,11082,,197,,1
10,000015,88____:049::8874609:8872009:7:1158:20210321,Charleroi-Sud,11082,,198,,1
13,000018,88____:049::8872413:8811601:9:1348:20210418,Ottignies,11082,,199,,1
14,000019,88____:049::8895208:8892007:10:1346:20210502,Gand-Saint-Pierre,11082,,200,,1
15,000005,88____:049::8892007:8892601:7:1226:20210509,Audenarde,11082,,201,,1
12,000017,84____:049::8400424:8849064:4:1312:20210328,Liège-Guillemins,11083,,202,,1
12,000017,88____:049::8849064:8841004:4:1350:20210328,Liège-Guillemins,11083,,202,,1
14,000019,88____:049::8895208:8892007:10:1446:20210502,Gand-Saint-Pierre,11083,,203,,1
11,000016,88____:049::8865003:8864345:6:1333:20210425,Marloie,11083,,204,,1
15,000020,88____:049::8892007:8892601:7:1326:20210508,Audenarde,11083,,205,,1
12,000017,84____:049::8400424:8849064:4:1412:20210328,Liège-Guillemins,11084,,206,,1
12,000017,88____:049::8849064:8841004:4:1450:20210328,Liège-Guillemins,11084,,206,,1
10,000015,88____:049::8874609:8872009:7:1358:20210321,Charleroi-Sud,11084,,207,,1
13,000018,88____:049::8872413:8811601:9:1548:20210418,Ottignies,11084,,208,,1
14,000019,88____:049::8895208:8892007:10:1546:20210502,Gand-Saint-Pierre,11084,,209,,1
15,000005,88____:049::8892007:8892601:7:1426:20210509,Audenarde,11084,,210,,1
12,000017,84____:049::8400424:8849064:4:1512:20210328,Liège-Guillemins,11085,,211,,1
12,000017,88____:049::8849064:8841004:4:1550:20210328,Liège-Guillemins,11085,,211,,1
13,000018,88____:049::8872413:8811601:9:1648:20210418,Ottignies,11085,,212,,1
14,000019,88____:049::8895208:8892007:10:1646:20210502,Gand-Saint-Pierre,11085,,213,,1
15,000020,88____:049::8892007:8892601:7:1526:20210508,Audenarde,11085,,214,,1
11,000016,88____:049::8865003:8864345:6:1533:20210425,Marloie,11085,,215,,1
10,000015,88____:049::8874609:8872009:7:1558:20210321,Charleroi-Sud,11086,,216,,1
13,000018,88____:049::8872413:8811601:9:1748:20210418,Ottignies,11086,,217,,1
14,000019,88____:049::8895208:8892007:10:1746:20210502,Gand-Saint-Pierre,11086,,218,,1
15,000005,88____:049::8892007:8892601:7:1626:20210509,Audenarde,11086,,219,,1
13,000018,88____:049::8872413:8811601:9:1848:20210418,Ottignies,11087,,220,,1
14,000019,88____:049::8895208:8892007:10:1846:20210502,Gand-Saint-Pierre,11087,,221,,1
11,000022,88____:049::8865003:8864345:6:1733:20210424,Marloie,11087,,222,,1
15,000020,88____:049::8892007:8892601:7:1726:20210508,Audenarde,11087,,223,,1
10,000015,88____:049::8874609:8872009:7:1758:20210321,Charleroi-Sud,11088,,224,,1
13,000018,88____:049::8872413:8811601:9:1948:20210418,Ottignies,11088,,225,,1
14,000019,88____:049::8895208:8892007:10:1946:20210502,Gand-Saint-Pierre,11088,,226,,1
15,000005,88____:049::8892007:8892601:7:1826:20210509,Audenarde,11088,,227,,1
13,000018,88____:049::8872413:8811601:9:2048:20210418,Ottignies,11089,,228,,1
14,000019,88____:049::8895208:8892007:10:2046:20210502,Gand-Saint-Pierre,11089,,229,,1
15,000020,88____:049::8892007:8892601:7:1926:20210508,Audenarde,11089,,230,,1
11,000022,88____:049::8865003:8864345:6:1933:20210424,Marloie,11089,,231,,1
10,000021,88____:049::8874609:8872009:7:1958:20210320,Charleroi-Sud,11090,,232,,1
13,000018,88____:049::8872413:8811601:9:2148:20210418,Ottignies,11090,,233,,1
14,000019,88____:049::8895208:8892007:10:2146:20210502,Gand-Saint-Pierre,11090,,234,,1
15,000005,88____:049::8892007:8892601:7:2026:20210509,Audenarde,11090,,235,,1
13,000018,88____:049::8872413:8811601:9:2248:20210418,Ottignies,11091,,236,,1
14,000019,88____:049::8895208:8892007:10:2246:20210502,Gand-Saint-Pierre,11091,,237,,1
15,000020,88____:049::8892007:8892601:7:2126:20210508,Audenarde,11091,,238,,1
11,000022,88____:049::8865003:8864345:6:2133:20210424,Marloie,11091,,239,,1
10,000021,88____:049::8874609:8872009:7:2158:20210320,Charleroi-Sud,11092,,240,,1
13,000018,88____:049::8872413:8811601:9:2348:20210418,Ottignies,11092,,241,,1
14,000023,88____:049::8895208:8892007:10:2346:20210501,Gand-Saint-Pierre,11092,,242,,1
20,000005,88____:049::8892007:8892908:8:2248:20210509,Renaix,11092,,243,,1
21,000019,88____:049::8812047:8893401:10:2448:20210502,Termonde,11093,,244,,1
22,000014,88____:049::8883311:8895505:6:2301:20210418,Grammont,11093,,245,,1
15,000020,88____:049::8892007:8892601:7:2326:20210508,Audenarde,11093,,246,,1
15,000020,88____:049::8892007:8892601:7:2408:20210508,Audenarde,11094,,247,,1
3,000003,82____:049::8200100:8869054:6:42:20210321,Arlon,11099,,248,,1
3,000003,88____:049::8869054:8866001:2:57:20210321,Arlon,11099,,248,,1
23,000027,88____:049::8886009:8883311:3:607:20210405,Enghien,11100,,249,,1
24,000014,88____:049::8886009:8895505:7:801:20210418,Grammont,11100,,250,,1
23,000027,88____:049::8886009:8883311:3:707:20210405,Enghien,11101,,251,,1
24,000014,88____:049::8886009:8895505:7:901:20210418,Grammont,11101,,252,,1
23,000027,88____:049::8886009:8883311:3:807:20210405,Enghien,11102,,253,,1
24,000014,88____:049::8886009:8895505:7:1001:20210418,Grammont,11102,,254,,1
23,000027,88____:049::8886009:8883311:3:907:20210405,Enghien,11103,,255,,1
24,000014,88____:049::8886009:8895505:7:1101:20210418,Grammont,11103,,256,,1
25,000017,88____:049::8831401:8831005:3:702:20210328,Hasselt,11104,,257,,1
23,000027,88____:049::8886009:8883311:3:1007:20210405,Enghien,11104,,258,,1
24,000014,88____:049::8886009:8895505:7:1201:20210418,Grammont,11104,,259,,1
26,000028,88____:049::8844008:8844628:5:812:20210411,Eupen,11104,,260,,1
25,000017,88____:049::8831401:8831005:3:802:20210328,Hasselt,11105,,261,,1
5,000015,88____:049::8872009:8871308:5:510:20210321,Luttre,11105,,262,,1
23,000027,88____:049::8886009:8883311:3:1107:20210405,Enghien,11105,,263,,1
24,000014,88____:049::8886009:8895505:7:1301:20210418,Grammont,11105,,264,,1
26,000028,88____:049::8844008:8844628:5:912:20210411,Eupen,11105,,265,,1
25,000017,88____:049::8831401:8831005:3:902:20210328,Hasselt,11106,,266,,1
5,000015,88____:049::8872009:8871308:5:610:20210321,Luttre,11106,,267,,1
23,000027,88____:049::8886009:8883311:3:1207:20210405,Enghien,11106,,268,,1
24,000014,88____:049::8886009:8895505:7:1401:20210418,Grammont,11106,,269,,1
26,000028,88____:049::8844008:8844628:5:1012:20210411,Eupen,11106,,270,,1
27,000022,88____:049::8844503:8015345:4:824:20210424,Aachen Hbf (DE),11106,,271,,1
27,000029,88____:049::8844503:8015345:4:834:20210425,Aachen Hbf (DE),11106,,272,,1
25,000017,88____:049::8831401:8831005:3:1002:20210328,Hasselt,11107,,273,,1
28,000030,88____:049::8822004:8833001:9:846:20210509,Louvain,11107,,274,,1
5,000015,88____:049::8872009:8871308:5:710:20210321,Luttre,11107,,275,,1
23,000027,88____:049::8886009:8883311:3:1307:20210405,Enghien,11107,,276,,1
24,000014,88____:049::8886009:8895505:7:1501:20210418,Grammont,11107,,277,,1
26,000028,88____:049::8844008:8844628:5:1112:20210411,Eupen,11107,,278,,1
27,000022,88____:049::8844503:8015345:4:924:20210424,Aachen Hbf (DE),11107,,279,,1
27,000029,88____:049::8844503:8015345:4:934:20210425,Aachen Hbf (DE),11107,,280,,1
25,000017,88____:049::8831401:8831005:3:1102:20210328,Hasselt,11108,,281,,1
28,000030,88____:049::8822004:8833001:9:946:20210509,Louvain,11108,,282,,1
5,000015,88____:049::8872009:8871308:5:810:20210321,Luttre,11108,,283,,1
23,000027,88____:049::8886009:8883311:3:1407:20210405,Enghien,11108,,284,,1
24,000014,88____:049::8886009:8895505:7:1601:20210418,Grammont,11108,,285,,1
26,000028,88____:049::8844008:8844628:5:1212:20210411,Eupen,11108,,286,,1
27,000022,88____:049::8844503:8015345:4:1024:20210424,Aachen Hbf (DE),11108,,287,,1
27,000029,88____:049::8844503:8015345:4:1034:20210425,Aachen Hbf (DE),11108,,288,,1
25,000017,88____:049::8831401:8831005:3:1202:20210328,Hasselt,11109,,289,,1
28,000030,88____:049::8822004:8833001:9:1046:20210509,Louvain,11109,,290,,1
5,000015,88____:049::8872009:8871308:5:910:20210321,Luttre,11109,,291,,1
23,000027,88____:049::8886009:8883311:3:1507:20210405,Enghien,11109,,292,,1
24,000014,88____:049::8886009:8895505:7:1701:20210418,Grammont,11109,,293,,1
26,000028,88____:049::8844008:8844628:5:1312:20210411,Eupen,11109,,294,,1
