stop_id,stop_name,stop_lat,stop_lon,country
8502206,BAAR,47.195364,8.523272,Switzerland
8502202,ROTKREUZ,47.141764,8.430495,Switzerland
8502200,EBIKON,47.084263,8.342358,Switzerland
8502201,GISIKON-ROOT,47.121328000000005,8.394788,Switzerland
8502007,SURSEE,47.170795,8.097893,Switzerland
8502001,ZOFINGEN,47.288053000000005,7.943117,Switzerland
8502021,EMMENBRUCKE,47.070602,8.282565,Switzerland
8508100,LANGENTHAL,47.217303,7.784714999999999,Switzerland
8508008,HERZOGENBUCHSEE,47.188086,7.700958,Switzerland
8508005,BURGDORF,47.060701,7.621694000000001,Switzerland
8508006,WYNIGEN,47.105175,7.663506,Switzerland
8500027,GELTERKINDEN,47.465894,7.8476669999999995,Switzerland
8504103,FLAMATT,46.888490999999995,7.31957,Switzerland
8504023,ROMONT FR,46.693508,6.911811,Switzerland
8504014,PALEZIEUX,46.542764,6.837875,Switzerland
8504101,DUDINGEN,46.851052,7.189753,Switzerland
8502208,HORGEN OBERDORF,47.25875,8.589815,Switzerland
8503010,ZURICH ENGE,47.364098999999996,8.530821000000001,Switzerland
8502203,CHAM,47.178244,8.457504,Switzerland
8505306,BALERNA,45.846745,9.005035000000001,Switzerland
8505214,GIUBIASCO,46.173813,9.0036,Switzerland
8505201,AIROLO,46.527526,8.608619000000001,Switzerland
140,GOTTHARD-PANORAMASTRECKE,46.604329,8.591156,Switzerland
8505119,GOSCHENEN,46.665815,8.588808,Switzerland
8506311,RORSCHACH,47.478002000000004,9.505141,Switzerland
8506317,HEERBRUGG,47.410393,9.627248,Switzerland
8506319,ALTSTATTEN SG,47.374235,9.556519,Switzerland
8509400,OBERRIET SG,47.323483,9.571375999999999,Switzerland
8509414,WALENSTADT,47.119873999999996,9.312981,Switzerland
8503225,ZIEGELBRUCKE,47.136156,9.060052,Switzerland
8503221,SIEBNEN-WANGEN,47.182671,8.900714,Switzerland
8503209,PFAFFIKON SZ,47.202996999999996,8.77813,Switzerland
8503206,WADENSWIL,47.229307,8.675216,Switzerland
8509413,FLUMS,47.096616999999995,9.347928999999999,Switzerland
8503220,LACHEN SZ,47.190068,8.852715,Switzerland
8501035,ALLAMAN,46.475753999999995,6.399697,Switzerland
8501023,COPPET,46.317394,6.1878269999999995,Switzerland
8501022,VERSOIX,46.279727,6.165741000000001,Switzerland
8504304,SONCEBOZ-SOMBEVAL,47.195147999999996,7.168763,Switzerland
8504307,COURTELARY,47.175632,7.068803,Switzerland
8504310,ST-IMIER,47.151711,7.0012229999999995,Switzerland
8504314,LA CHAUX-DE-FONDS,47.098374,6.825982000000001,Switzerland
8504305,CORGEMONT,47.193399,7.144661,Switzerland
